Functional Loc,FLOC Type,Description,SupFunctLoc,SupFL Description,ABC Indic,Criticality Justification,PSRef,PSRef2,NEW PS Ref.,NEW PS Ref. 2,NL SCE
MJ6A-U-SWUT-WPEFI1-56XY012,U_VA,SOV 56-XV-012,MJ6A-U-SWUT-WPEFI1,Seawater Filter A (CP-F-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI1-F5601A,U_FILTERS,Seawater Filter A (CP-F-5601A),MJ6A-U-SWUT-WPEFI1,Seawater Filter A (CP-F-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI1-LM5601A,U_EM,Seawater Filter Motor A,MJ6A-U-SWUT-WPEFI1,Seawater Filter A (CP-F-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI2,U_FILTERS,Seawater Filter B (CP-F-5601B),MJ6A-U-SWUT-WPE,Sea Water Lift Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI2-56HS013A,U_SWITCH,HS Seawater Filter Motor B Auto,MJ6A-U-SWUT-WPEFI2,Seawater Filter B (CP-F-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI2-56HS013B,U_SWITCH,HS Seawater Filter Motor B Stop,MJ6A-U-SWUT-WPEFI2,Seawater Filter B (CP-F-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI2-56HS013C,U_SWITCH,HS Seawater Filter Motor B Start,MJ6A-U-SWUT-WPEFI2,Seawater Filter B (CP-F-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI2-56PDI012,U_GAUGE,PDI Seawater Filter B,MJ6A-U-SWUT-WPEFI2,Seawater Filter B (CP-F-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI2-56PDT011,U_TRANS,PDT Seawater Filter B,MJ6A-U-SWUT-WPEFI2,Seawater Filter B (CP-F-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI2-56XV014,U_VA,XV Seawater Filter B,MJ6A-U-SWUT-WPEFI2,Seawater Filter B (CP-F-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI2-56XY014,U_VA,SOV 56-XV-014,MJ6A-U-SWUT-WPEFI2,Seawater Filter B (CP-F-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI2-F5601B,U_FILTERS,Seawater Filter B (CP-F-5601B),MJ6A-U-SWUT-WPEFI2,Seawater Filter B (CP-F-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFI2-LM5601B,U_EM,Seawater Filter Motor B,MJ6A-U-SWUT-WPEFI2,Seawater Filter B (CP-F-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEFIC,U_FLOW,Flow Seawater lift pumps,MJ6A-U-SWUT-WPE,Sea Water Lift Pumps,L,Not in scope of Perf. Stds.,,,,,L
MJ6A-U-SWUT-WPEFIC-56FT001,U_TRANS,FT Seawater lift pumps,MJ6A-U-SWUT-WPEFIC,Flow Seawater lift pumps,L,Not in scope of Perf. Stds.,,,,,L
MJ6A-U-SWUT-WPEPU1,U_FLOC,Seawater Lift Pump (CP-P-5601A),MJ6A-U-SWUT-WPE,Sea Water Lift Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEPU1-56HS006,U_SWITCH,HS Seawater Lift Pump Motor A,MJ6A-U-SWUT-WPEPU1,Seawater Lift Pump (CP-P-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEPU1-56PI005,U_GAUGE,PI Seawater Lift Pump A Discharge,MJ6A-U-SWUT-WPEPU1,Seawater Lift Pump (CP-P-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEPU1-56PT007,U_TRANS,PT Seawater Lift Pump A Discharge,MJ6A-U-SWUT-WPEPU1,Seawater Lift Pump (CP-P-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEPU1-P5601A,U_PU,Seawater Lift Pump A,MJ6A-U-SWUT-WPEPU1,Seawater Lift Pump (CP-P-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEPU1-PM5601A,U_EM,Seawater Lift Pump Motor A,MJ6A-U-SWUT-WPEPU1,Seawater Lift Pump (CP-P-5601A),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEPU2,U_FLOC,Seawater Lift Pump (CP-P-5601B),MJ6A-U-SWUT-WPE,Sea Water Lift Pumps,L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEPU2-56HS008,U_SWITCH,HS Seawater Lift Pump-Motor B,MJ6A-U-SWUT-WPEPU2,Seawater Lift Pump (CP-P-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEPU2-56PI006,U_GAUGE,PI Seawater Lift Pump B Discharge,MJ6A-U-SWUT-WPEPU2,Seawater Lift Pump (CP-P-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEPU2-56PT008,U_TRANS,PT Seawater Lift Pump B Discharge,MJ6A-U-SWUT-WPEPU2,Seawater Lift Pump (CP-P-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEPU2-P5601B,U_PU,Seawater Lift Pump B,MJ6A-U-SWUT-WPEPU2,Seawater Lift Pump (CP-P-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-SWUT-WPEPU2-PM5601B,U_EM,Seawater Lift Pump-Motor  B,MJ6A-U-SWUT-WPEPU2,Seawater Lift Pump (CP-P-5601B),L,Inherited from System 'MJ6A-U-SWUT' Analysed Criticality Result,,,,,L
MJ6A-U-UG,U_FLOC,Utility Gas System,MJ6A-U,Utilities,L,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,,,,,L
MJ6A-U-UGN2,U_FLOC,Nitrogen Gas System,MJ6A-U-UG,Utility Gas System,L,System Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GEN,U_FLOC,Nitrogen Gas Generation Package,MJ6A-U-UGN2,Nitrogen Gas System,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENCTR,U_FLOC,N2 Generator Controls,MJ6A-U-UGN2-GEN,Nitrogen Gas Generation Package,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENCTR-EP6201,U_CTRL,N2 Generation Local Control Panel,MJ6A-U-UGN2-GENCTR,N2 Generator Controls,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENFIL,U_FLOC,N2 Generation Filters,MJ6A-U-UGN2-GEN,Nitrogen Gas Generation Package,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENFIL-62PDA001,U_SWITCH,PDA Differential Pressure Alarm,MJ6A-U-UGN2-GENFIL,N2 Generation Filters,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENFIL-62PDT001,U_TRANS,PDT Air Filter Differential Pressure,MJ6A-U-UGN2-GENFIL,N2 Generation Filters,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENFIL-62PI001,U_GAUGE,PI Filter Inlet Air Pressure,MJ6A-U-UGN2-GENFIL,N2 Generation Filters,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENFIL-62TT001,U_TRANS,TT Filtered Air Alarm H,MJ6A-U-UGN2-GENFIL,N2 Generation Filters,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENFIL-62TT002,U_TRANS,TT Filtered Air Alarm HH,MJ6A-U-UGN2-GENFIL,N2 Generation Filters,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENFIL-F6212A,U_FILTERS,Active Carbon Filter A,MJ6A-U-UGN2-GENFIL,N2 Generation Filters,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENFIL-F6212B,U_FILTERS,Active Carbon Filter B,MJ6A-U-UGN2-GENFIL,N2 Generation Filters,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENFIL-F6213A,U_FILTERS,Dust Filter A,MJ6A-U-UGN2-GENFIL,N2 Generation Filters,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENFIL-F6213B,U_FILTERS,Dust Filter B,MJ6A-U-UGN2-GENFIL,N2 Generation Filters,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENINL,U_FLOC,N2 Generation Inlet,MJ6A-U-UGN2-GEN,Nitrogen Gas Generation Package,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENINL-62SOV001,U_VA,SOV SDV 62-XV-001,MJ6A-U-UGN2-GENINL,N2 Generation Inlet,I,Equipment associated with ESDVs,P03,,SECE02,,I
MJ6A-U-UGN2-GENINL-62TC001,U_SWITCH,TC Air Temperature Switch,MJ6A-U-UGN2-GENINL,N2 Generation Inlet,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-UGN2-GENINL-62TC002,U_SWITCH,TC Air Temperature Switch,MJ6A-U-UGN2-GENINL,N2 Generation Inlet,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENINL-62XV001,U_SDV,SDV Nitrogen Unit Shut Down,MJ6A-U-UGN2-GENINL,N2 Generation Inlet,I,SCE Results in Agreement,P03,,SECE02,,I
MJ6A-U-UGN2-GENINL-62XZH001,U_SWITCH,XZH SDV 62-XV-001 Open,MJ6A-U-UGN2-GENINL,N2 Generation Inlet,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-UGN2-GENINL-62XZL001,U_SWITCH,XZL SDV 62-XV-001 Closed,MJ6A-U-UGN2-GENINL,N2 Generation Inlet,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-UGN2-GENINL-HE6207,U_HE,Air Heater,MJ6A-U-UGN2-GENINL,N2 Generation Inlet,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENMEM,U_FLOC,N2 Generation Membrane Separators,MJ6A-U-UGN2-GEN,Nitrogen Gas Generation Package,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENMEM-U6203A,U_FILTERS,N2 Generation Membrane Separator A,MJ6A-U-UGN2-GENMEM,N2 Generation Membrane Separators,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENMEM-U6203B,U_FILTERS,N2 Generation Membrane Separator B,MJ6A-U-UGN2-GENMEM,N2 Generation Membrane Separators,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENMEM-U6203C,U_FILTERS,N2 Generation Membrane Separator C,MJ6A-U-UGN2-GENMEM,N2 Generation Membrane Separators,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENMEM-U6203D,U_FILTERS,N2 Generation Membrane Separator D,MJ6A-U-UGN2-GENMEM,N2 Generation Membrane Separators,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENMEM-U6203E,U_FILTERS,N2 Generation Membrane Separator E,MJ6A-U-UGN2-GENMEM,N2 Generation Membrane Separators,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENMEM-U6203F,U_FILTERS,N2 Generation Membrane Separator F,MJ6A-U-UGN2-GENMEM,N2 Generation Membrane Separators,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENMEM-U6203G,U_FILTERS,N2 Generation Membrane Separator G,MJ6A-U-UGN2-GENMEM,N2 Generation Membrane Separators,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENOUT,U_FLOC,N2 Generation Output,MJ6A-U-UGN2-GEN,Nitrogen Gas Generation Package,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENOUT-62FT001,U_TRANS,FT Nitrogen Generator Output,MJ6A-U-UGN2-GENOUT,N2 Generation Output,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENOUT-62PCV002,U_CVA,PCV 62-XCV-001,MJ6A-U-UGN2-GENOUT,N2 Generation Output,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENOUT-62PI002,U_GAUGE,PI Nitrogen Generator Output,MJ6A-U-UGN2-GENOUT,N2 Generation Output,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENOUT-62PT002,U_TRANS,PT Nitrogen Generator Output LL Alarm,MJ6A-U-UGN2-GENOUT,N2 Generation Output,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENOUT-62XCV001,U_CVA,XCV Nitrogen Generator Output,MJ6A-U-UGN2-GENOUT,N2 Generation Output,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENQUA,U_FLOC,N2 Generation Quality Control,MJ6A-U-UGN2-GEN,Nitrogen Gas Generation Package,K,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,I
MJ6A-U-UGN2-GENQUA-62AT001,U_TRANS,AT N2 Quality Transmitter,MJ6A-U-UGN2-GENQUA,N2 Generation Quality Control,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,I
MJ6A-U-UGN2-GENQUA-62FI001,U_GAUGE,FI N2 Quality Analyser,MJ6A-U-UGN2-GENQUA,N2 Generation Quality Control,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENQUA-62PCV001,U_CVA,PCV N2 Quality Analyser,MJ6A-U-UGN2-GENQUA,N2 Generation Quality Control,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENSDV,U_FLOC,N2 Generation Output Shut Down,MJ6A-U-UGN2-GEN,Nitrogen Gas Generation Package,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-GENSDV-62SOV002,U_VA,SOV SDV 62-XV-002,MJ6A-U-UGN2-GENSDV,N2 Generation Output Shut Down,I,Equipment associated with ESDVs,P03,,SECE02,,I
MJ6A-U-UGN2-GENSDV-62SOV003,U_VA,SOV SDV 62-XV-003,MJ6A-U-UGN2-GENSDV,N2 Generation Output Shut Down,I,Equipment associated with ESDVs,P03,,SECE02,,I
MJ6A-U-UGN2-GENSDV-62XV002,U_SDV,SDV Nitrogen Unit Output,MJ6A-U-UGN2-GENSDV,N2 Generation Output Shut Down,I,SCE Results in Agreement,P03,,SECE02,,I
MJ6A-U-UGN2-GENSDV-62XV003,U_SDV,SDV Nitrogen Unit Offspec Output,MJ6A-U-UGN2-GENSDV,N2 Generation Output Shut Down,I,SCE Results in Agreement,P03,,SECE02,,I
MJ6A-U-UGN2-GENSDV-62XZH002,U_SWITCH,XZH SDV 62-XV-002 Open,MJ6A-U-UGN2-GENSDV,N2 Generation Output Shut Down,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-UGN2-GENSDV-62XZH003,U_SWITCH,XZH SDV 62-XV-003 Open,MJ6A-U-UGN2-GENSDV,N2 Generation Output Shut Down,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-UGN2-GENSDV-62XZL002,U_SWITCH,XZL SDV 62-XV-002 Closed,MJ6A-U-UGN2-GENSDV,N2 Generation Output Shut Down,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-UGN2-GENSDV-62XZL003,U_SWITCH,XZL SDV 62-XV-003 Closed,MJ6A-U-UGN2-GENSDV,N2 Generation Output Shut Down,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-UGN2-OUT,U_FLOC,Nitrogen Output to Users,MJ6A-U-UGN2,Nitrogen Gas System,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-OUTBGS,U_FLOC,Nitrogen Output to Blanket Gas,MJ6A-U-UGN2-OUT,Nitrogen Output to Users,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-OUTBGS-62RO001,U_ORIFICE,RO Nitrogen Purge Connection Launcher,MJ6A-U-UGN2-OUTBGS,Nitrogen Output to Blanket Gas,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-OUTBGS-62XV004,U_SDV,SDV Nitrogen Blanket Gas,MJ6A-U-UGN2-OUTBGS,Nitrogen Output to Blanket Gas,I,SCE Results in Agreement,P03,,SECE02,,I
MJ6A-U-UGN2-OUTBGS-62XY004,U_VA,SOV SDV 62-XV-004 PSS Operated,MJ6A-U-UGN2-OUTBGS,Nitrogen Output to Blanket Gas,I,Equipment associated with ESDVs,P03,,SECE02,,I
MJ6A-U-UGN2-OUTBGS-62XZH004,U_SWITCH,XZH SDV 62-XV-004 Open,MJ6A-U-UGN2-OUTBGS,Nitrogen Output to Blanket Gas,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-UGN2-OUTBGS-62XZL004,U_SWITCH,XZL SDV 62-XV-004 Closed,MJ6A-U-UGN2-OUTBGS,Nitrogen Output to Blanket Gas,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,N
MJ6A-U-UGN2-OUTMOD,U_FLOC,Nitrogen Output to Compressor Module,MJ6A-U-UGN2-OUT,Nitrogen Output to Users,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-OUTMOD-62PCV003,U_CVA,PCV Nitrogen to Compresion Module,MJ6A-U-UGN2-OUTMOD,Nitrogen Output to Compressor Module,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-OUTMOD-62PI003,U_GAUGE,PI Nitrogen Output to Compression Module,MJ6A-U-UGN2-OUTMOD,Nitrogen Output to Compressor Module,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-OUTMOD-62PSV003,U_PSV,PSV Nitrogen Output Compression,MJ6A-U-UGN2-OUTMOD,Nitrogen Output to Compressor Module,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,I
MJ6A-U-UGN2-OUTMOD-62PT004,U_TRANS,PT Nitrogen Output to Compression Module,MJ6A-U-UGN2-OUTMOD,Nitrogen Output to Compressor Module,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-OUTVES,U_FLOC,Nitrogen Buffer Vessel (CP-V-6201),MJ6A-U-UGN2-OUT,Nitrogen Output to Users,L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-OUTVES-62PSV002,U_PSV,PSV Nitrogen Buffer Vessel,MJ6A-U-UGN2-OUTVES,Nitrogen Buffer Vessel (CP-V-6201),L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,I
MJ6A-U-UGN2-OUTVES-62PT003,U_TRANS,PT Nitrogen Buffer Vessel LL Alarm,MJ6A-U-UGN2-OUTVES,Nitrogen Buffer Vessel (CP-V-6201),L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MJ6A-U-UGN2-OUTVES-V6201,U_VE,Nitrogen Buffer Vessel,MJ6A-U-UGN2-OUTVES,Nitrogen Buffer Vessel (CP-V-6201),L,Inherited from System 'MJ6A-U-UGN2' Analysed Criticality Result,,,,,L
MKEW-C,U_FLOC,Controls,MKEW,,I,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,P03,,SECE02,,I
MKEW-C-CN,U_FLOC,Control Systems,MKEW-C,Controls,I,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,P03,,SECE02,,I
MKEW-C-CNDS,U_FLOC,SCM System,MKEW-C-CN,Control Systems,I,System Analysed Criticality Result,P03,,SECE02,,I
MKEW-C-CNDS-CEN,U_FLOC,SCM Central Equipment,MKEW-C-CNDS,SCM System,I,Inherited from System 'MKEW-C-CNDS' Analysed Criticality Result,P03,,SECE02,,I
MKEW-C-CNDS-CENPNL,U_FLOC,SCM Panels,MKEW-C-CNDS-CEN,SCM Central Equipment,I,Inherited from System 'MKEW-C-CNDS' Analysed Criticality Result,P03,,SECE02,,I
MKEW-C-CNDS-FLD,U_FLOC,SCM Field Equipment,MKEW-C-CNDS,SCM System,I,Inherited from System 'MKEW-C-CNDS' Analysed Criticality Result,P03,,SECE02,,I
MKEW-C-CNDS-FLDCAB,U_FLOC,SCM Marshalling Cabinets,MKEW-C-CNDS-FLD,SCM Field Equipment,I,Inherited from System 'MKEW-C-CNDS' Analysed Criticality Result,P03,,SECE02,,I
MKEW-P,U_FLOC,Process / Production,MKEW,,I,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,P03,,SECE02,,I
MKEW-P-WH,U_FLOC,Wellhead Systems,MKEW-P,Process / Production,I,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,P03,,SECE02,,I
MKEW-P-WHSS,U_FLOC,Subsea Wellheads,MKEW-P-WH,Wellhead Systems,I,System Analysed Criticality Result,P03,,SECE02,,I
MKEW-P-WHSS-W01,U_WELL,Well Kew Tree,MKEW-P-WHSS,Subsea Wellheads,K,Inherited from System 'MKEW-P-WHSS' Production Focussed Criticality Result,,,,,I
MKEW-P-WHSS-W01CAS,U_WELL,Tree Casing KEW Well,MKEW-P-WHSS-W01,Well Kew Tree,K,Inherited from System 'MKEW-P-WHSS' Production Focussed Criticality Result,,,,,I
MKEW-P-WHSS-W01CAS-HV10614,U_VA,HV Needle Valve TCL,MKEW-P-WHSS-W01CAS,Tree Casing KEW Well,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements,,,,,I
MKEW-P-WHSS-W01CAS-HV10615,U_VA,HV Needle Valve TCU,MKEW-P-WHSS-W01CAS,Tree Casing KEW Well,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements,,,,,I
MKEW-P-WHSS-W01CAS-HV10616,U_VA,HV Needle Valve THAV Open,MKEW-P-WHSS-W01CAS,Tree Casing KEW Well,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements,,,,,I
MKEW-P-WHSS-W01CAS-HV10617,U_VA,HV Needle Valve THAV Close,MKEW-P-WHSS-W01CAS,Tree Casing KEW Well,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements,,,,,I
MKEW-P-WHSS-W01CAS-HV10618,U_VA,HV Needle Valve - SPEC: NO,MKEW-P-WHSS-W01CAS,Tree Casing KEW Well,K,Inherited from System 'MKEW-P-WHSS' Production Focussed Criticality Result,,,,,K
MKEW-P-WHSS-W01CAS-HV10619,U_VA,HV Needle Valve - SPEC: NO,MKEW-P-WHSS-W01CAS,Tree Casing KEW Well,K,Inherited from System 'MKEW-P-WHSS' Production Focussed Criticality Result,,,,,K
MKEW-P-WHSS-W01CAS-HV10620,U_VA,HV Needle Valve - SPEC: Bleed NC,MKEW-P-WHSS-W01CAS,Tree Casing KEW Well,K,Inherited from System 'MKEW-P-WHSS' Production Focussed Criticality Result,,,,,K
MKEW-P-WHSS-W01CAS-PT10628,U_TRANS,PT Annulus Pressure Indication,MKEW-P-WHSS-W01CAS,Tree Casing KEW Well,K,Inherited from System 'MKEW-P-WHSS' Production Focussed Criticality Result,,,,,I
MKEW-P-WHSS-W01CAS-TT10629,U_TRANS,TT Annulus Temerature Monitor (TM1),MKEW-P-WHSS-W01CAS,Tree Casing KEW Well,K,Inherited from System 'MKEW-P-WHSS' Production Focussed Criticality Result,,,,,K
MKEW-P-WHSS-W01CAS-XV10609,U_CVA,Annulus XOV By-pass Valve,MKEW-P-WHSS-W01CAS,Tree Casing KEW Well,K,Inherited from System 'MKEW-P-WHSS' Production Focussed Criticality Result,,,,,I
MKEW-P-WHSS-W01CAS-XV10610,U_CVA,Annulus ASV Valve,MKEW-P-WHSS-W01CAS,Tree Casing KEW Well,K,Inherited from System 'MKEW-P-WHSS' Production Focussed Criticality Result,,,,,I
MKEW-P-WHSS-W01CAS-XV10611,U_CVA,Annulus AMV Valve,MKEW-P-WHSS-W01CAS,Tree Casing KEW Well,K,Inherited from System 'MKEW-P-WHSS' Production Focussed Criticality Result,,,,,I
MKEW-P-WHSS-W01CAS-XV10612,U_CVA,Annulus THAV Valve,MKEW-P-WHSS-W01CAS,Tree Casing KEW Well,K,Inherited from System 'MKEW-P-WHSS' Production Focussed Criticality Result,,,,,I
MKEW-P-WHSS-W01CHV,U_FLOC,KEW Tree Choke Valve,MKEW-P-WHSS-W01,Well Kew Tree,K,Inherited from System 'MKEW-P-WHSS' Production Focussed Criticality Result,,,,,K
MKEW-P-WHSS-W01CHV-PCV10606,U_CVA,KEW Tree Choke Valve Flowline,MKEW-P-WHSS-W01CHV,KEW Tree Choke Valve,K,Inherited from System 'MKEW-P-WHSS' Production Focussed Criticality Result,,,,,K
